,business_id,stars,RestaurantsAttire,RestaurantsGoodForGroups,DriveThru,OutdoorSeating,RestaurantsTableService,WheelchairAccessible,Smoking,ByAppointmentOnly,HappyHour,BusinessAcceptsCreditCards,BYOBCorkage,AcceptsInsurance,HasTV,BikeParking,Corkage,DogsAllowed,GoodForKids,RestaurantsTakeOut,BusinessAcceptsBitcoin,RestaurantsPriceRange2,WiFi,RestaurantsReservations,RestaurantsDelivery,NoiseLevel,Caters,CoatCheck,BYOB,AgesAllowed,Alcohol,GoodForDancing,wednesday,hipster,halal,saturday,live,brunch,no_music,soy-free,trendy,dairy-free,garage,kosher,latenight,thursday,gluten-free,intimate,classy,lot,dj,valet,karaoke,background_music,sunday,divey,romantic,breakfast,vegetarian,touristy,monday,validated,dinner,vegan,upscale,street,friday,casual,dessert,lunch,jukebox,video,tuesday
308,HQpMwOOrGND3GaRqMNV9ig,4.0,casual,True,,False,True,,,,,,,,False,False,,,True,True,,1,no,False,False,average,False,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,False,,False,False,,True,False,True,,,
309,N2M0WyGCyTV5jMOYPH7odA,4.0,casual,True,,True,True,,,,,True,,,True,True,,,True,True,,2,no,True,False,quiet,True,,,,full_bar,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
310,vx4YAA02Qz6khRD1fZ1MFA,3.5,casual,True,,False,True,True,,,,True,,,False,False,,,True,True,,2,free,False,False,loud,False,,,,beer_and_wine,,,False,,,,False,,,False,,True,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
311,NdqDt4c2ZWpGTUWvcDDKkw,2.0,casual,True,,False,,,,,,True,,,False,,,,True,True,,1,no,False,True,quiet,,,,,none,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,True,,False,,,,,
312,dGNthRKR8IIOkn8FGq6Ceg,2.5,casual,True,,False,,,,,,True,,,True,,,,True,True,,1,no,False,True,quiet,,,,,beer_and_wine,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,False,,False,,,,,
313,t-LnJne10SHAWATKYdQdJQ,3.0,casual,True,,False,True,,,,,True,,,False,True,,,True,False,,2,free,False,False,average,False,,,,full_bar,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
314,g5agBkB1d4YAK3rotmz2pQ,3.5,casual,True,,False,,,,,,,,,True,,,,True,True,,2,no,True,,average,,,,,,,,,,,,,,,False,,False,,,,,False,False,False,,False,,,,,False,,,False,,False,,,False,True,,False,,,,,
315,xOUd1W3MmyHXnbr3DxDwqg,1.0,,True,,,,,,,,,,,True,,,,True,True,,2,no,False,True,average,True,,,,full_bar,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,False,,False,,,,,
316,3WKPtBiuph0SelrE9COngA,4.0,casual,True,,False,,,,,,True,,,True,,,,True,True,,1,no,False,True,quiet,True,,,,beer_and_wine,,,False,,,,,,,False,,False,,,,,False,False,True,,False,,,,False,False,,,False,,False,,,False,False,,True,,,,,
317,SQbOGhzEWgyS8lNqkcu9Fw,3.5,,False,False,False,,,,,,,,,False,,,,True,True,,,no,True,False,,,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,,False,False,,False,,False,False,,False,False,,False,False,False,,,
318,khwoDxH5p-D9pLjCvV_Y6A,4.0,casual,False,,False,,,,,,True,,,True,True,,,True,True,,1,no,False,False,average,False,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,False,,False,False,,False,False,False,,,
319,I62j-QfY4tO_gMKV-celEA,3.5,casual,,,False,,,,,,,,,,True,,,False,False,,1,free,False,False,quiet,False,,,,none,,,,,,,,,,,,False,,,,,,,False,,False,,,,,,,,,,False,,,,True,,,,,,,
320,GKmbGnQ2WmlU7ntVPI4mYA,3.5,casual,True,,False,,,,,,True,,,True,False,,,True,True,,1,free,True,False,quiet,True,,,,none,,,False,,,,,,,False,,False,,,,,False,False,True,,False,,,,True,False,,,False,,False,,,False,False,,False,,,,,
321,fh-hCT2esNJEocdBdggWoQ,3.0,casual,True,,False,True,,,,,,,,False,False,,,True,True,,3,free,True,False,loud,,,,,beer_and_wine,,,False,,,,False,,,False,,True,,False,,,False,False,False,,False,,,,,False,False,,False,,False,True,,False,False,,False,False,True,,,
322,ruHEkBY2ysclSFIcai4tfg,2.5,casual,True,,False,,,,,,,,,False,False,,,True,True,,2,no,True,True,quiet,True,,,,beer_and_wine,,,False,,,,,,,False,,False,,,,,False,False,True,,False,,,,,False,,,False,,False,,,False,False,,True,,,,,
323,qAzOcHnWerREl678su-p0A,2.5,casual,True,,False,True,True,,,,True,,,False,True,,False,True,True,False,2,no,False,True,average,,,,,none,,,,,,,,,,,,False,,,,,,,True,,False,,,,,,,,,,False,,,,False,,,,,,,
324,EAs61Wm1O6tLjCs8t2eP-Q,4.0,casual,True,,False,True,,,,,True,,,True,False,,,True,True,,1,no,False,False,quiet,False,,,,beer_and_wine,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
325,cHdJXLlKNWixBXpDwEGb_A,4.0,casual,True,,False,,,,,,True,no,,True,True,False,,True,True,,1,no,False,False,average,False,,,,beer_and_wine,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,True,False,False,,False,,False,True,,False,False,,True,False,True,,,
326,VUDwlypqw1-DTK_lfEP4jg,3.0,casual,True,,False,True,,,,,True,,,True,True,,,True,True,,2,,True,True,quiet,True,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,N2PlDjUJVfOJzsPzY0Au1w,2.0,casual,True,,False,,,,,,True,,,,,,,True,True,,1,,False,False,quiet,,,,,,,,False,,,,,,,False,,False,,,,,False,False,True,,False,,,,False,False,,,False,,False,,,False,False,,False,,,,,
328,VFr0wUWq-qwe6nIRjdRYvg,3.5,casual,True,,False,,,,,,,,,True,,,,True,True,,2,free,True,False,average,False,,,,none,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,,False,,,False,,False,,,False,False,,False,,,,,
329,DPoXCmKt5PNXEpZNirg96w,3.0,casual,True,,False,True,True,,,,,,,True,True,,,True,True,,1,no,True,False,average,True,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,False,,False,False,,False,False,False,,,
330,pFiHYTqH5t9cWqYN-NbQ-w,1.0,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,dazGlP4Rk4nxlyMtlvkpvA,2.5,casual,True,,False,,,,,,True,,,True,True,,,True,True,,2,free,True,True,average,True,,,,full_bar,,,False,,,,,,,True,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,True,,False,,,,,
332,q3ilBINLR7KoBBlxSqCvlA,3.5,casual,True,,False,True,,,,,,,,False,True,,,True,True,,1,free,False,False,average,True,,,,none,,,False,,,,True,,,False,,False,,False,,,False,False,True,,False,,,,,False,True,,False,,False,False,,False,False,,True,False,True,,,
333,XEKx5litKe1KkfJpqtmJUw,3.5,casual,True,,False,True,,,,,,,,False,True,,,True,True,,2,no,True,False,loud,False,,,,beer_and_wine,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,False,,,
334,wC-wLFVCIjXArsrMuUJdYQ,3.5,casual,True,,False,True,,,,,True,,,False,False,,,True,True,,1,no,False,True,quiet,False,,,,beer_and_wine,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,False,,True,,,,,
335,cNKz8nAMpOGl-i0hH-h1JA,2.5,casual,True,,True,,,,,,True,no,,True,True,,,True,True,,1,no,False,False,quiet,True,,,,none,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,False,,True,,,,,
336,fZadRslL_7WwgZfVD6DYnw,4.0,casual,True,,False,,,,,,False,,,True,False,,,True,True,,2,no,False,False,quiet,False,,,,beer_and_wine,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,False,,False,,,,,
337,EzGGUtQtbE8z57pqxE0I8w,3.5,casual,False,,False,,,,,,,,,False,True,,,True,True,,1,no,False,True,average,False,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,True,,False,True,,True,False,False,,,
338,1VAsBosvx02jpvIUxiKvmg,4.5,casual,False,,False,False,,,,,,,,False,False,,,False,True,,1,no,False,False,quiet,,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,False,,False,False,,False,False,False,,,
339,BCga5CbMqcZLCpxAuln57w,4.0,casual,True,,False,,,,,,True,,,True,False,,,True,True,,2,no,False,True,quiet,False,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
340,sYDc1TENwCKLHvprBa5rLw,3.0,casual,True,,False,,,,,,True,,,False,True,,,True,True,False,1,no,True,True,average,True,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
341,wKygoTySngb2gaL6edvoDw,2.5,casual,True,,False,,,,,,True,,,True,,,,True,True,,2,free,True,False,average,True,,,,beer_and_wine,,,False,,,,,,,False,,False,,,,,False,False,True,,False,,,,False,False,,,False,,False,,,False,False,,False,,,,,
342,6WR-XYwYsv7UyFOEIVMyyg,3.5,casual,True,,False,,True,,,,,,,,,,,True,True,,2,no,True,True,loud,True,,,,,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,,False,False,,False,,False,False,,False,True,,False,False,True,,,
343,71xXUYGd6c3QaYUaLsex3Q,4.0,,False,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,WCkh_ZcsWKU1wx4bqyU9KA,4.0,casual,True,,False,,,,,,True,,,False,True,,,True,True,,1,no,False,False,average,False,,,,beer_and_wine,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
345,EKQiKd7EMZjsa4JokFaeAg,3.0,,True,,,,,,,,True,,,,,,,True,True,,1,free,False,True,quiet,,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,False,,False,False,,False,False,False,,,
346,2gI7dlktBQXPZiuOW-HWvw,3.5,casual,True,,False,False,True,,,,True,,,False,True,,,True,True,,1,no,False,False,quiet,True,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
347,DCab_cz7nDDW-IPsnKGb_A,4.0,casual,False,,False,,,,,,True,,,False,True,,,True,True,,1,no,False,True,quiet,True,,,,none,,,False,,,,,,,False,,False,,,,,False,False,True,,False,,,,False,False,,,False,,False,,,False,False,,True,,,,,
348,ujYrcaXEbxj3KH9r0-FgWg,3.0,,,,,,,,,,True,,,,,,,True,True,,2,,False,True,,,,,,none,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,False,,False,,,,,
349,Cl-xl1vTUwHeaGgBxzdTRA,4.0,casual,True,,False,True,True,,,,True,,,True,True,,,True,True,False,2,free,True,True,average,True,,,,beer_and_wine,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
350,7pm1vcJD11eNI_RaFwI3kA,3.5,,False,,False,,,,,,,,,,,,,,,,,,,,average,,,,,,,,False,,,,,,,False,,,,,,,False,False,,,,,,,False,False,,,False,,,,,False,,,False,,,,,
351,M9zu5KTyVwVC-45Mn8Wp0g,4.0,casual,True,,False,True,,,,,True,,,True,True,,,True,True,,2,no,True,True,average,True,,,,beer_and_wine,,,False,,,,False,,,False,,False,,True,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
352,fyBRBuzx_F00INwZ6W_G_g,2.0,casual,True,,,,,,,,True,,,,,,,,True,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,EdY6q0CO2mlATpoTFkvHAw,4.0,casual,True,,False,True,,,,,True,,,True,True,,,True,True,,1,no,False,True,quiet,True,,,,beer_and_wine,,,False,,,,True,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
354,6ANVuBMmpkXpFd5Hzkn4_Q,3.5,casual,True,,False,,,,,,True,no,,False,False,,,True,True,,2,no,True,False,average,False,,,,full_bar,,,False,,,,False,,,False,,True,,False,,,False,False,False,,True,,,,False,False,False,,False,,False,True,,False,False,,False,False,True,,,
355,_baq5LloRpwIxKLaRLOA1g,3.5,casual,True,,False,,,,,,True,,,,,,,True,True,,1,,,False,average,,,,,,,,False,,,,,,,False,,False,,,,,False,False,True,,False,,,,False,False,,,False,,False,,,False,False,,False,,,,,
356,DZtCOjxk8o3spThN215Gbg,4.0,casual,True,,False,,,,,,,,,,,,,True,True,,1,,False,False,,,,,,,,,False,,,,,,,False,,,,,,,False,False,,,,,,,,False,,,False,,,,,False,,,False,,,,,
357,v630GIZJUVlggrMSDLGclQ,2.0,,,,,,,,,,,,,,,,,,,,,,,,average,,,,,,,,False,,,,,,,False,,,,,,,False,False,,,,,,,False,False,,,False,,,,,False,,,False,,,,,
358,wcn_uRigm1UXqjOEGW7ufw,3.5,casual,True,,True,,,,,,True,,,False,True,,,True,True,,1,free,False,False,very_loud,True,,,,none,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,False,,False,,,,,
359,y_Xi2V_0lGbCkRuiXLHUFA,2.5,casual,True,,False,,,,,,True,,,,,,,True,True,,1,,False,False,,,,,,none,,,,,,,,,,,,False,,,,,,,False,,False,,,,,,,,,,False,,,,False,,,,,,,
360,Kn57RIWAdnVfJHI1loLXOQ,3.5,casual,True,,False,True,,,,,,,,False,False,,,True,True,,2,no,True,False,quiet,True,,,,beer_and_wine,,,False,,,,,,,False,,,,,,,False,False,,,,,,,False,False,,,False,,,,,False,,,True,,,,,
361,9BgLsbR7bIhI7njaLLkMig,2.5,casual,True,,False,True,False,,,,,,,True,False,,,True,True,,1,free,True,False,average,False,,,,,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,,False,False,,False,,False,False,,False,False,,True,False,True,,,
362,pyOPqNtvT5MVyahLrSXo1Q,2.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,AbgNPAnuq8X90DUw5FQ2sQ,3.0,casual,True,,False,True,True,,,,,,,True,False,,,True,True,,2,free,True,False,average,True,,,,beer_and_wine,,,False,,,,True,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,False,,False,False,,True,False,True,,,
364,K6AKMjAdCSe8xllsbyeL9Q,3.0,casual,False,,True,,,,,,True,,,False,True,,,True,True,False,1,free,False,False,average,,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,True,,False,True,,True,False,True,,,
365,hcFSc0OHgZJybnjQBrL_8Q,4.0,casual,True,,False,True,,,,,True,,,False,True,,,True,True,,2,no,False,True,average,False,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,True,,False,True,,True,False,True,,,
366,pdy6EAcJvZks1hKogxOj6Q,4.0,casual,True,,False,True,True,,,,True,,,True,True,,,True,True,,1,no,False,True,quiet,True,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
367,OXW2erFOPT-Oov6wChxWYA,4.0,casual,True,,False,True,,,,,,,,False,True,,,True,True,,2,free,True,True,average,,,,,beer_and_wine,,,False,,,,False,,,True,,False,,False,,,False,True,False,,False,,,,,False,False,,False,,False,True,,False,True,,True,False,True,,,
368,GcVsgbyPtrTZEcssYS9cVQ,2.0,,True,,,,,,,,True,,,,,,,True,True,,2,no,False,False,,,,,,,,,False,,,,,,,False,,,,,,,False,False,,,,,,,False,False,,,False,,,,,False,,,False,,,,,
369,Ue2H-ajY-uBKwGoBDQutCA,2.0,casual,True,,False,,,,,,,,,True,,,,True,True,,1,free,False,False,quiet,True,,,,beer_and_wine,,,False,,,,,,,False,,,,,,,False,False,,,,,,,,False,,,False,,,,,False,,,False,,,,,
370,X5uxdU9GHoUAqo2wmbg3OQ,4.0,casual,True,,False,,,,,,True,,,True,True,,,True,True,,2,free,True,True,average,True,,,,beer_and_wine,,,False,,,,False,,,False,,True,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
371,SmYGe2qXVsP8zXjhwJkNBw,3.0,casual,False,,False,,,,,,,,,False,,,,True,False,,2,free,True,False,average,,,,,beer_and_wine,,,,,,,,,,False,,False,,,,,False,False,False,,False,,,,,False,,,False,,False,,,,False,,False,,,,,
372,W6HgKXp-gXozKjOqGqIOXg,3.0,casual,True,,True,,,,,,,,,True,True,,,True,True,,2,free,True,True,average,False,,,,full_bar,,,False,,,,False,,,False,,False,,True,,,False,False,False,,False,,,,False,False,False,,False,,False,True,,False,True,,True,False,True,,,
373,eYMYSZBmEeY4yCS2AuBXPg,3.5,casual,True,,False,,True,,,False,,,,False,,,,True,True,,2,free,True,False,,,,,,full_bar,False,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,,False,False,,False,,False,True,,False,False,,False,False,False,,,
374,zswdqM8Av3KxVv9o7_6ORA,3.5,casual,True,,False,True,,,,,True,,,False,True,,,True,True,,2,no,True,True,average,False,,,,beer_and_wine,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
375,_YerZzosnwAs6R6p1FNkUQ,3.0,casual,True,,False,,,,,,True,,,True,False,,,True,True,,1,no,False,True,,,,,,,,,,,,,False,,,,,,,False,,,,,,,,,,,,,False,,,,,False,,,,,,False,False,,,
376,EVkytEhlC1nswqmgrHdviw,2.5,casual,True,,False,,,,,,True,,,False,False,,,True,True,,1,no,False,True,average,,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,False,,False,True,,False,False,True,,,
377,ja7zjowr6ymsVglQXZZ6BA,3.0,casual,True,,False,,,,,,True,,,False,False,,,True,True,,1,free,False,True,average,True,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,False,,False,True,,True,False,False,,,
378,7wFdubzWH4ig08AcoibXeA,3.5,casual,True,,False,,,,,,,,,False,False,,,True,True,,2,no,True,False,average,False,,,,none,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,False,,False,,,,,
379,VVW8mxu8Ru2UR3lVJYA81Q,3.5,casual,True,,False,True,,,,,,,,False,False,,,True,True,,2,no,False,False,loud,False,,,,none,,,False,,,,False,,,False,,True,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
380,tzKvRnRIemqa727XYV45UA,4.0,casual,False,,False,,,,,,,,,False,True,,,True,True,,2,no,True,True,quiet,True,,,,none,,,,,,,,,,False,,False,,,,,False,False,True,,False,,,,,False,,,False,,False,,,False,False,,False,,,,,
381,rx1AEnleVRWMNz6vB-YhfQ,3.5,casual,True,,False,,,,,,True,,,False,True,,,True,True,,1,no,False,True,average,True,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,True,,False,False,,False,False,True,,,
382,kt8gBE0TcSC_Srrxg98Mow,4.0,,False,,,,,,,,True,,,,,,,True,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,nR5LG6SajRRhOxsFQDZ4Qw,3.5,casual,True,,False,,,,,,,,,False,,,,True,True,,2,no,True,True,average,True,,,,beer_and_wine,,,,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,,False,False,,False,,False,False,,False,False,,False,False,False,,,
384,wZvSsHFU0NdyQ03625kh6g,3.5,casual,True,,False,True,,,,,True,,,False,True,,,True,True,,2,no,True,False,average,True,,,,beer_and_wine,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
385,mGCOI83lIiDfc4cEOtmZlQ,2.5,casual,True,,False,False,,,,,True,,,False,False,,,True,True,,2,free,False,False,average,False,,,,beer_and_wine,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,True,,False,False,,False,False,,True,False,True,,,
386,tVzPchjHbqWjn8ng7giMiQ,3.5,casual,False,,False,,,,,,True,,,False,,,,True,True,,1,,False,False,quiet,,,,,none,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,False,,False,,,,,
387,c56XijYc2vT3YWhtXkPJaw,4.0,casual,True,,True,,,,,,,,,True,True,,,True,True,,2,,True,False,average,,,,,,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,False,,False,False,,True,False,False,,,
388,TFXI1fbhrs_kHU-jTKRYCQ,3.5,casual,True,,False,True,,,,,,,,True,,,,True,True,,2,free,True,False,,,,,,,,,False,,,,False,,,False,,,,False,,,False,False,,,,,,,False,False,False,,False,,,False,,False,,,False,False,False,,,
389,VGZ_MJ7P3vSQMYyQf-mNjw,3.0,casual,True,,False,,,,,,,,,True,False,,,True,True,,2,free,True,False,average,False,,,,beer_and_wine,,,False,,,,,,,False,,True,,,,,False,False,True,,False,,,,False,False,,,False,,False,,,False,False,,True,,,,,
390,x8dRsP9mpI2FD6vazC990A,4.5,casual,True,,False,,,,,,False,,,False,True,,,True,True,,1,no,False,False,average,,,,,none,,,False,,,,,,,False,,,,,,,False,False,,,,,,,False,False,,,False,,,,,False,,,False,,,,,
391,mpe-PAE1Z_tZI8N32I3TVQ,3.0,casual,False,,False,,,,,,,,,False,True,,,False,True,,2,,,True,quiet,,,,,beer_and_wine,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,False,,False,,,,,
392,5GOrW-PkisP0eXlSxy4AFg,3.5,casual,False,,False,,,,,,True,,,False,True,,,True,True,,1,no,False,True,average,True,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
393,pJVPEicWbvcz8ATQGick6g,4.0,casual,True,,False,,,,,,,,,False,,,,True,True,,1,free,False,False,quiet,False,,,,none,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,,False,,,False,,False,,,False,False,,False,,,,,
394,6sOBPz69VLgIvNAY7dowOg,3.5,casual,True,,False,,,,,,,,,True,,,,True,True,,1,no,False,False,,,,,,none,,,,,,,,,,,,False,,,,,,,False,,False,,,,,,,,,,False,,,,False,,,,,,,
395,T0ea32kBf7L33XUhIdwjbA,4.5,casual,True,,False,True,True,,,,True,,,True,True,,False,True,True,,2,free,True,True,,True,,,,none,,,False,,,,True,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,False,,False,False,,False,False,True,,,
396,sDQDMrb5xez4aASZ8U5qTg,3.5,casual,True,,False,True,,,,,,,,False,True,,,True,True,,1,no,False,False,average,False,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,False,,False,False,,True,False,False,,,
397,lWk3vNrOIFTbUwEZBkY2wg,3.5,casual,False,,False,,,,,,True,,,False,True,,,False,True,,2,no,False,False,quiet,False,,,,none,,,,,,,,,,,,False,,,,,,,False,,False,,,,,,,,,,False,,,,False,,,,,,,
398,pyZkGdnTwpRh5tFWfdmQEg,3.0,casual,True,,True,False,,,,,True,,,False,True,,,True,True,,2,no,False,False,average,,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,False,,False,False,,True,False,True,,,
399,BJW6rCMoWcn8fDFhbMVyEQ,4.0,casual,True,,False,True,,,,,True,,,True,True,,,True,True,,2,no,True,False,average,True,,,,full_bar,,,False,,,,False,,,False,,False,,False,,,False,True,True,,False,,,,False,False,False,,False,,False,True,,True,False,,False,False,False,,,
400,v-supbjeNBKNwomn3sLc8g,3.5,casual,True,,False,,,,,,,,,True,True,,,True,True,,1,no,True,False,average,,,,,beer_and_wine,,,False,,,,True,,,False,,False,,False,,,False,False,True,,False,,,,False,False,True,,False,,False,True,,False,False,,True,False,True,,,
401,GkrElnysLT5iWSEbqcVkzg,4.0,casual,True,,False,True,,,,,,,,True,False,,,True,True,,1,no,False,True,quiet,False,,,,beer_and_wine,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,,False,False,,False,,False,False,,False,False,,True,False,False,,,
402,gtcsOodbmk4E0TulYHnlHA,4.0,casual,True,,True,True,,outdoor,,True,,,,False,True,,,False,False,,2,free,False,False,loud,False,,,,full_bar,False,,True,,,,,,,False,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,True,,False,,,,,
403,YjlCXwWr9xx6TnHmTFCKGQ,3.5,casual,True,,True,True,,,,,True,,,True,True,,,True,True,,2,free,True,False,average,True,,,,full_bar,,,False,,,,False,,,True,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,False,False,True,,,
404,GVTL5nxjlhzdXJMy4-4HBA,3.5,casual,False,,False,,,,,,True,,,True,,,,True,True,,1,,False,True,quiet,,,,,,,,False,,,,,,,False,,False,,,,,False,False,True,,False,,,,False,False,,,False,,False,,,False,False,,False,,,,,
405,2XTHIR2Fza2XiC54NWiNZg,2.0,casual,True,,False,,,,,,True,,,False,False,,,True,True,,1,no,False,False,,,,,,none,,,False,,,,,,,False,,,,,,,False,False,,,,,,,False,False,,,False,,,,,False,,,False,,,,,
406,bKxKPGmkwH-Q-GSbt7chNA,3.5,casual,True,,True,,,,,,True,,,True,,,,False,True,,2,no,True,False,average,False,,,,full_bar,,,False,,,,,,,True,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,True,,False,,,,,
407,bI4emjU96ZvGQRTwxItd2w,3.5,casual,True,,False,True,,,,,True,,,False,True,,,True,True,,2,no,False,True,quiet,False,,,,beer_and_wine,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,True,,False,True,,True,False,True,,,
408,gDQlaDRAjsCx2p_p6oJLjw,3.0,casual,True,,False,,,,,,True,,,False,False,,,True,True,,1,no,True,True,quiet,False,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,True,,False,True,,True,False,True,,,
409,jnroKk9qi0FR2bFSkxYZNg,4.0,casual,True,,False,,,,,,True,,,True,True,,,True,True,False,2,free,True,False,average,False,,,,beer_and_wine,,,False,,,,,,,False,,False,,,,,False,False,True,,False,,,,False,False,,,False,,False,,,False,False,,True,,,,,
410,n_J4ryIX_f2CVdse8Wd-Ig,3.0,casual,True,,True,,,,,,True,,,True,True,,,True,True,,2,no,False,True,average,,,,,full_bar,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,True,,True,,,,,
